6 FRAME COLUMNS							AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
129	192	96	48	152	204		136.83		0.4634		10044		167.4
230	115	57	28	14	135		96.5		0.6216		10050		167.5
195	225	112	184	220	110		174.33		0.3163		10056		167.6
183	91	45	150	203	229		150.17		0.4111		10062		167.7
114	185	220	238	119	187		177.17		0.3052		10068		167.8
93	174	215	107	181	90		143.33		0.4379		10074		167.9
45	150	75	165	210	105		125.0		0.5098		10080		168.0
180	90	45	22	11	5		58.83		0.7693		10086		168.1
2	1	0	0	128	64		32.5		0.8725		10092		168.2
160	208	104	180	90	173		152.5		0.402		10098		168.3
86	171	213	106	181	90		141.17		0.4464		10104		168.4
173	214	235	117	186	221		191.0		0.251		10110		168.5
238	247	123	189	222	111		188.33		0.2614		10116		168.6
183	91	173	214	107	53		136.83		0.4634		10122		168.7
26	13	134	67	33	16		48.17		0.8111		10128		168.8
136	196	98	49	24	140		107.17		0.5797		10134		168.9
198	227	241	120	60	158		167.33		0.3438		10140		169.0
207	231	243	121	188	94		180.67		0.2915		10146		169.1
175	215	107	53	154	77		130.17		0.4895		10152		169.2
38	147	73	164	210	105		122.83		0.5183		10158		169.3
52	154	205	230	115	185		156.83		0.385		10164		169.4
92	174	215	235	117	58		148.5		0.4176		10170		169.5
29	142	199	227	113	184		149.0		0.4157		10176		169.6
220	110	55	155	77	166		130.5		0.4882		10182		169.7
83	169	84	42	21	138		89.5		0.649		10188		169.8
69	34	17	136	68	34		59.67		0.766		10194		169.9
17	8	132	66	33	16		45.33		0.8222		10200		170.0
8	4	130	193	96	48		79.83		0.6869		10206		170.1
152	76	38	147	201	228		140.33		0.4497		10212		170.2
114	185	92	46	151	75		110.5		0.5667		10218		170.3
37	18	137	196	98	177		110.5		0.5667		10224		170.4
216	236	246	251	125	62		189.33		0.2575		10230		170.5
159	79	167	211	233	244		182.17		0.2856		10236		170.6
250	253	254	127	63	31		163.0		0.3608		10242		170.7
15	135	195	97	48	152		107.0		0.5804		10248		170.8
204	230	115	57	156	206		161.33		0.3673		10254		170.9
231	243	249	124	190	95		188.67		0.2601		10260		171.0
175	215	107	53	154	205		151.5		0.4059		10266		171.1
102	51	25	140	198	99		102.5		0.598		10272		171.2
177	216	108	182	91	173		157.83		0.381		10278		171.3
86	43	21	10	133	66		59.83		0.7654		10284		171.4
33	144	72	164	210	233		142.67		0.4405		10290		171.5
244	122	61	30	143	199		133.17		0.4778		10296		171.6
227	113	56	28	142	199		127.5		0.5		10302		171.7
99	49	152	204	102	179		130.83		0.4869		10308		171.8
217	236	246	123	189	94		184.17		0.2778		10314		171.9
175	87	43	149	74	37		94.17		0.6307		10320		172.0
146	201	228	242	121	188		187.67		0.2641		10326		172.1
94	47	151	75	165	82		102.33		0.5987		10332		172.2
41	20	10	5	130	65		45.17		0.8229		10338		172.3
160	80	168	84	42	21		92.5		0.6373		10344		172.4
10	5	2	129	64	32		40.33		0.8418		10350		172.5
16	136	68	162	209	232		137.17		0.4621		10356		172.6
116	58	157	78	167	211		131.17		0.4856		10362		172.7
105	52	26	141	198	227		124.83		0.5105		10368		172.8
113	184	220	110	183	91		150.17		0.4111		10374		172.9
173	214	107	181	90	173		156.33		0.3869		10380		173.0
214	107	53	26	13	134		91.17		0.6425		10386		173.1
195	97	48	152	204	102		133.0		0.4784		10392		173.2
51	153	204	230	243	249		188.33		0.2614		10398		173.3
124	62	31	15	135	195		93.67		0.6327		10404		173.4
97	176	88	44	150	75		105.0		0.5882		10410		173.5
37	146	73	36	18	137		74.5		0.7078		10416		173.6
68	162	81	40	148	74		95.5		0.6255		10422		173.7
165	210	233	116	186	221		188.5		0.2608		10428		173.8
110	183	91	173	214	235		167.67		0.3425		10434		173.9
245	250	253	254	127	63		198.67		0.2209		10440		174.0
159	79	39	147	73	36		88.83		0.6516		10446		174.1
146	73	164	210	105	180		146.33		0.4261		10452		174.2
218	237	118	59	157	78		144.5		0.4333		10458		174.3
39	147	201	228	114	57		131.0		0.4863		10464		174.4
156	78	39	19	9	4		50.83		0.8007		10470		174.5
2	1	0	0	128	192		53.83		0.7889		10476		174.6
224	112	56	156	78	167		132.17		0.4817		10482		174.7
211	233	116	58	157	78		142.17		0.4425		10488		174.8
167	83	41	148	74	165		113.0		0.5569		10494		174.9
210	233	244	250	125	62		187.33		0.2654		10500		175.0
159	79	167	83	169	84		123.5		0.5157		10506		175.1
170	213	234	117	186	93		168.83		0.3379		10512		175.2
174	215	235	117	58	29		138.0		0.4588		10518		175.3
14	7	131	65	160	208		97.5		0.6176		10524		175.4
104	180	90	45	150	75		107.33		0.5791		10530		175.5
165	82	169	84	42	21		93.83		0.632		10536		175.6
10	5	130	193	224	112		112.33		0.5595		10542		175.7
56	156	78	39	147	73		91.5		0.6412		10548		175.8
36	18	137	68	34	17		51.67		0.7974		10554		175.9
136	196	98	177	216	108		155.17		0.3915		10560		176.0
54	27	141	70	163	81		89.33		0.6497		10566		176.1
40	20	10	5	130	193		66.33		0.7399		10572		176.2
224	240	120	60	30	15		114.83		0.5497		10578		176.3
135	67	161	80	40	20		83.83		0.6712		10584		176.4
10	5	130	65	160	80		75.0		0.7059		10590		176.5
40	20	10	5	2	1		13.0		0.949		10596		176.6
0	0	0	0	0	128		21.33		0.9163		10602		176.7
64	160	80	40	20	10		62.33		0.7556		10608		176.8
133	66	161	80	40	20		83.33		0.6732		10614		176.9
10	133	194	225	240	120		153.67		0.3974		10620		177.0
60	30	143	71	163	81		91.33		0.6418		10626		177.1
40	20	10	133	194	97		82.33		0.6771		10632		177.2
176	216	108	54	155	77		131.0		0.4863		10638		177.3
38	19	137	68	34	145		73.5		0.7118		10644		177.4
200	228	114	57	156	78		138.83		0.4556		10650		177.5
167	83	169	84	42	21		94.33		0.6301		10656		177.6
10	133	194	97	176	88		116.33		0.5438		10662		177.7
44	150	203	101	50	25		95.5		0.6255		10668		177.8
12	6	131	193	224	240		134.33		0.4732		10674		177.9
120	188	94	175	87	43		117.83		0.5379		10680		178.0
149	74	165	82	169	212		141.83		0.4438		10686		178.1
234	117	186	221	238	247		207.17		0.1876		10692		178.2
123	189	94	47	151	75		113.17		0.5562		10698		178.3
165	210	105	180	90	45		132.5		0.4804		10704		178.4
150	75	37	18	9	4		48.83		0.8085		10710		178.5
2	1	0	128	192	96		69.83		0.7261		10716		178.6
176	88	44	150	203	229		148.33		0.4183		10722		178.7
114	185	92	46	151	203		131.83		0.483		10728		178.8
101	178	217	236	118	187		172.83		0.3222		10734		178.9
93	174	87	171	85	42		108.67		0.5739		10740		179.0
149	202	101	50	25	140		111.17		0.5641		10746		179.1
198	227	113	56	156	78		138.0		0.4588		10752		179.2
39	147	201	228	242	249		184.33		0.2771		10758		179.3
124	62	31	15	7	131		61.67		0.7582		10764		179.4
193	224	112	56	156	206		157.83		0.381		10770		179.5
103	51	25	12	6	131		54.67		0.7856		10776		179.6
193	96	176	216	236	118		172.5		0.3235		10782		179.7
187	93	174	215	235	245		191.5		0.249		10788		179.8
122	189	222	111	183	91		153.0		0.4		10794		179.9
45	150	203	101	50	25		95.67		0.6248		10800		180.0
140	198	99	177	216	236		177.67		0.3033		10806		180.1
118	59	157	78	39	19		78.33		0.6928		10812		180.2
137	68	34	17	136	68		76.67		0.6993		10818		180.3
162	81	168	84	42	21		93.0		0.6353		10824		180.4
10	133	66	33	16	8		44.33		0.8261		10830		180.5
4	130	193	224	112	184		141.17		0.4464		10836		180.6
92	46	151	203	101	50		107.17		0.5797		10842		180.7
153	76	38	147	73	164		108.5		0.5745		10848		180.8
210	233	244	122	189	222		203.33		0.2026		10854		180.9
111	183	219	109	54	155		138.5		0.4569		10860		181.0
77	38	19	9	132	194		78.17		0.6935		10866		181.1
225	240	248	124	190	95		187.0		0.2667		10872		181.2
175	215	107	181	90	173		156.83		0.385		10878		181.3
86	43	21	138	69	162		86.5		0.6608		10884		181.4
209	232	116	186	93	46		147.0		0.4235		10890		181.5
23	139	69	34	145	72		80.33		0.685		10896		181.6
164	82	41	148	202	229		144.33		0.434		10902		181.7
242	249	124	62	31	143		141.83		0.4438		10908		181.8
199	99	177	216	108	54		142.17		0.4425		10914		181.9
27	13	134	67	33	16		48.33		0.8105		10920		182.0
8	4	130	65	32	144		63.83		0.7497		10926		182.1
200	100	50	153	76	166		124.17		0.5131		10932		182.2
211	233	116	58	157	206		163.5		0.3588		10938		182.3
231	243	121	188	94	175		175.33		0.3124		10944		182.4
87	171	85	170	85	42		106.67		0.5817		10950		182.5
149	202	101	178	89	44		127.17		0.5013		10956		182.6
150	203	101	50	25	12		90.17		0.6464		10962		182.7
134	195	225	240	248	124		194.33		0.2379		10968		182.8
190	223	239	119	59	157		164.5		0.3549		10974		182.9
78	167	211	105	180	218		159.83		0.3732		10980		183.0
109	182	219	109	182	91		148.67		0.417		10986		183.1
173	86	43	149	202	101		125.67		0.5072		10992		183.2
50	25	140	70	35	17		56.17		0.7797		10998		183.3
8	132	66	33	16	8		43.83		0.8281		11004		183.4
132	194	225	112	56	156		145.83		0.4281		11010		183.5
78	167	211	233	244	122		175.83		0.3105		11016		183.6
189	94	175	87	43	21		101.5		0.602		11022		183.7
10	133	194	225	240	248		175.0		0.3137		11028		183.8
252	254	255	127	191	95		195.67		0.2327		11034		183.9
175	215	235	245	250	125		207.5		0.1863		11040		184.0
190	95	47	23	11	5		61.83		0.7575		11046		184.1
2	1	0	128	192	224		91.17		0.6425		11052		184.2
240	248	124	190	223	239		210.67		0.1739		11058		184.3
247	251	253	126	191	223		215.17		0.1562		11064		184.4
111	55	27	13	134	195		89.17		0.6503		11070		184.5
97	176	216	236	246	123		182.33		0.285		11076		184.6
189	222	111	183	219	237		193.5		0.2412		11082		184.7
118	59	29	14	7	3		38.33		0.8497		11088		184.8
1	128	64	160	208	104		110.83		0.5654		11094		184.9
180	218	109	54	155	205		153.5		0.398		11100		185.0
102	179	217	108	182	219		167.83		0.3418		11106		185.1
109	182	219	109	182	219		170.0		0.3333		11112		185.2
237	246	123	189	222	111		188.0		0.2627		11118		185.3
183	91	45	22	11	5		59.5		0.7667		11124		185.4
2	1	128	192	224	112		109.83		0.5693		11130		185.5
184	220	110	55	155	205		154.83		0.3928		11136		185.6
102	179	217	108	54	27		114.5		0.551		11142		185.7
13	134	195	97	176	88		117.17		0.5405		11148		185.8
44	150	75	165	210	105		124.83		0.5105		11154		185.9
52	26	141	70	35	17		56.83		0.7771		11160		186.0
8	132	66	161	208	104		113.17		0.5562		11166		186.1
180	218	237	118	187	93		172.17		0.3248		11172		186.2
46	151	203	229	242	249		186.67		0.268		11178		186.3
252	254	255	127	63	31		163.67		0.3582		11184		186.4
143	71	163	209	232	244		177.0		0.3059		11190		186.5
250	125	190	95	47	23		121.67		0.5229		11196		186.6
139	197	98	49	24	140		107.83		0.5771		11202		186.7
198	99	49	152	76	166		123.33		0.5163		11208		186.8
211	233	116	186	93	46		147.5		0.4216		11214		186.9
151	203	101	178	217	108		159.67		0.3739		11220		187.0
182	219	109	182	91	173		159.33		0.3752		11226		187.1
214	235	245	250	125	62		188.5		0.2608		11232		187.2
31	15	135	67	33	16		49.5		0.8059		11238		187.3
136	68	162	81	168	212		137.83		0.4595		11244		187.4
234	245	122	189	94	47		155.17		0.3915		11250		187.5
151	203	229	242	249	252		221.0		0.1333		11256		187.6
126	63	31	15	7	131		62.17		0.7562		11262		187.7
65	32	16	136	196	226		111.83		0.5614		11268		187.8
113	184	220	110	183	219		171.5		0.3275		11274		187.9
237	118	59	157	78	167		136.0		0.4667		11280		188.0
83	41	148	74	37	146		88.17		0.6542		11286		188.1
201	228	242	121	60	30		147.0		0.4235		11292		188.2
15	135	67	161	80	168		104.33		0.5908		11298		188.3
84	42	21	138	69	162		86.0		0.6627		11304		188.4
209	104	52	26	13	6		68.33		0.732		11310		188.5
3	129	192	96	48	24		82.0		0.6784		11316		188.6
140	70	35	17	8	4		45.67		0.8209		11322		188.7
2	129	64	32	144	200		95.17		0.6268		11328		188.8
100	50	153	204	102	179		131.33		0.485		11334		188.9
217	108	54	155	77	38		108.17		0.5758		11340		189.0
147	73	164	82	169	212		141.17		0.4464		11346		189.1
234	245	250	125	62	159		179.17		0.2974		11352		189.2
79	167	211	105	52	154		128.0		0.498		11358		189.3
205	230	115	57	156	206		161.5		0.3667		11364		189.4
231	243	121	60	158	79		148.67		0.417		11370		189.5
167	211	105	180	218	237		186.33		0.2693		11376		189.6
118	59	29	142	71	163		97.0		0.6196		11382		189.7
209	232	116	186	93	46		147.0		0.4235		11388		189.8
23	11	5	2	129	64		39.0		0.8471		11394		189.9
160	80	168	212	234	245		183.17		0.2817		11400		190.0
250	253	126	191	223	239		213.67		0.1621		11406		190.1
247	123	189	222	239	119		189.83		0.2556		11412		190.2
59	29	142	71	35	145		80.17		0.6856		11418		190.3
200	228	242	121	60	158		168.17		0.3405		11424		190.4
79	39	147	201	100	178		124.0		0.5137		11430		190.5
217	108	182	91	45	150		132.17		0.4817		11436		190.6
203	229	242	249	124	190		206.17		0.1915		11442		190.7
95	175	87	43	149	202		125.17		0.5092		11448		190.8
229	114	57	156	206	103		144.17		0.4346		11454		190.9
51	153	204	102	51	153		119.0		0.5333		11460		191.0
76	166	83	41	20	10		66.0		0.7412		11466		191.1
5	130	193	96	176	216		136.0		0.4667		11472		191.2
108	54	27	141	198	227		125.83		0.5065		11478		191.3
241	120	60	30	15	7		78.83		0.6908		11484		191.4
131	65	160	80	40	20		82.67		0.6758		11490		191.5
138	69	162	81	40	20		85.0		0.6667		11496		191.6
10	133	66	33	16	136		65.67		0.7425		11502		191.7
68	34	145	200	100	178		120.83		0.5261		11508		191.8
217	108	54	155	77	38		108.17		0.5758		11514		191.9
147	201	228	114	185	220		182.5		0.2843		11520		192.0
238	247	123	61	30	143		140.33		0.4497		11526		192.1
71	163	209	232	244	250		194.83		0.2359		11532		192.2
253	254	127	63	31	143		145.17		0.4307		11538		192.3
199	227	113	56	156	206		159.5		0.3745		11544		192.4
103	51	25	140	198	227		124.0		0.5137		11550		192.5
241	120	188	222	111	183		177.5		0.3039		11556		192.6
219	109	182	219	237	118		180.67		0.2915		11562		192.7
59	29	142	71	163	81		90.83		0.6438		11568		192.8
168	84	170	85	42	21		95.0		0.6275		11574		192.9
138	69	34	145	72	164		103.67		0.5935		11580		193.0
82	41	20	138	197	226		117.33		0.5399		11586		193.1
241	120	60	158	207	231		169.5		0.3353		11592		193.2
115	185	220	110	183	219		172.0		0.3255		11598		193.3
109	182	91	45	22	139		98.0		0.6157		11604		193.4
69	162	81	40	148	202		117.0		0.5412		11610		193.5
229	242	121	60	158	207		169.5		0.3353		11616		193.6
231	243	121	60	158	207		170.0		0.3333		11622		193.7
231	115	57	156	206	231		166.0		0.349		11628		193.8
243	121	188	222	111	183		178.0		0.302		11634		193.9
219	109	182	91	173	86		143.33		0.4379		11640		194.0
43	21	138	69	34	17		53.67		0.7895		11646		194.1
136	68	162	81	40	148		105.83		0.585		11652		194.2
74	37	18	137	68	162		82.67		0.6758		11658		194.3
209	104	52	154	205	230		159.0		0.3765		11664		194.4
243	249	252	126	191	223		214.0		0.1608		11670		194.5
111	183	91	45	22	139		98.5		0.6137		11676		194.6
69	162	81	168	212	234		154.33		0.3948		11682		194.7
245	250	125	62	31	143		142.67		0.4405		11688		194.8
199	227	113	56	156	78		138.17		0.4582		11694		194.9
39	19	9	132	194	225		103.0		0.5961		11700		195.0
112	56	156	206	103	179		135.33		0.4693		11706		195.1
217	236	118	187	221	110		181.5		0.2882		11712		195.2
55	27	13	6	131	65		49.5		0.8059		11718		195.3
160	80	168	212	234	245		183.17		0.2817		11724		195.4
250	125	62	159	207	231		172.33		0.3242		11730		195.5
243	121	60	158	207	103		148.67		0.417		11736		195.6
51	25	140	198	227	241		147.0		0.4235		11742		195.7
248	252	254	127	191	223		215.83		0.1536		11748		195.8
111	55	155	205	102	51		113.17		0.5562		11754		195.9
25	140	198	99	49	152		110.5		0.5667		11760		196.0
76	166	83	169	84	170		124.67		0.5111		11766		196.1
85	42	149	74	37	146		88.83		0.6516		11772		196.2
201	100	178	217	236	118		175.0		0.3137		11778		196.3
59	157	206	231	243	121		169.5		0.3353		11784		196.4
60	30	15	7	131	65		51.33		0.7987		11790		196.5
160	208	104	52	154	77		125.83		0.5065		11796		196.6
166	83	169	84	42	149		115.5		0.5471		11802		196.7
74	37	18	9	132	66		56.0		0.7804		11808		196.8
161	208	104	180	90	45		131.33		0.485		11814		196.9
22	139	69	34	145	72		80.17		0.6856		11820		197.0
36	146	201	228	242	249		183.67		0.2797		11826		197.1
252	126	191	223	111	183		181.0		0.2902		11832		197.2
219	109	54	155	77	166		130.0		0.4902		11838		197.3
83	41	148	202	229	242		157.5		0.3824		11844		197.4
121	60	158	79	167	211		132.67		0.4797		11850		197.5
105	52	154	205	102	51		111.5		0.5627		11856		197.6
25	140	198	227	241	248		179.83		0.2948		11862		197.7
124	190	95	175	215	107		151.0		0.4078		11868		197.8
53	26	141	70	35	17		57.0		0.7765		11874		197.9
136	196	226	241	248	124		195.17		0.2346		11880		198.0
190	95	175	215	235	117		171.17		0.3288		11886		198.1
58	157	78	39	19	9		60.0		0.7647		11892		198.2
132	194	225	240	120	188		183.17		0.2817		11898		198.3
222	111	183	219	109	54		149.67		0.4131		11904		198.4
155	205	102	51	25	140		113.0		0.5569		11910		198.5
198	227	113	184	92	174		164.67		0.3542		11916		198.6
87	171	213	234	117	58		146.67		0.4248		11922		198.7
157	78	39	19	9	4		51.0		0.8		11928		198.8
130	193	224	112	184	220		177.17		0.3052		11934		198.9
238	247	251	125	62	159		180.33		0.2928		11940		199.0
207	231	243	121	188	222		202.0		0.2078		11946		199.1
239	119	59	29	142	71		109.83		0.5693		11952		199.2
163	209	232	244	250	125		203.83		0.2007		11958		199.3
62	31	15	7	131	193		73.17		0.7131		11964		199.4
96	176	88	172	214	107		142.17		0.4425		11970		199.5
53	154	205	102	179	217		151.67		0.4052		11976		199.6
108	182	91	173	214	235		167.17		0.3444		11982		199.7
117	186	221	110	55	27		119.33		0.532		11988		199.8
141	198	99	177	216	108		156.5		0.3863		11994		199.9
182	91	45	22	11	5		59.33		0.7673		12000		200.0
2	129	64	160	208	104		111.17		0.5641		12006		200.1
180	218	237	246	251	253		230.83		0.0948		12012		200.2
126	191	223	239	119	187		180.83		0.2908		12018		200.3
93	174	215	107	53	154		132.67		0.4797		12024		200.4
77	166	83	169	212	234		156.83		0.385		12030		200.5
117	58	29	14	7	3		38.0		0.851		12036		200.6
129	64	160	80	168	84		114.17		0.5523		12042		200.7
170	85	170	213	106	181		154.17		0.3954		12048		200.8
90	173	86	43	149	202		123.83		0.5144		12054		200.9
229	242	249	252	126	63		193.5		0.2412		12060		201.0
31	143	71	163	81	40		88.17		0.6542		12066		201.1
20	138	69	162	81	168		106.33		0.583		12072		201.2
212	106	181	90	45	22		109.33		0.5712		12078		201.3
11	133	66	161	208	104		113.83		0.5536		12084		201.4
180	90	45	150	203	101		128.17		0.4974		12090		201.5
50	153	76	38	19	137		78.83		0.6908		12096		201.6
196	226	241	248	124	62		182.83		0.283		12102		201.7
31	15	135	195	97	48		86.83		0.6595		12108		201.8
24	12	134	67	33	144		69.0		0.7294		12114		201.9
200	100	50	153	76	166		124.17		0.5131		12120		202.0
83	169	84	42	149	202		121.5		0.5235		12126		202.1
229	114	57	156	78	167		133.5		0.4765		12132		202.2
83	169	212	106	53	26		108.17		0.5758		12138		202.3
141	198	99	49	24	12		87.17		0.6582		12144		202.4
134	195	97	48	152	204		138.33		0.4575		12150		202.5
102	179	217	236	246	251		205.17		0.1954		12156		202.6
253	126	191	95	47	151		143.83		0.4359		12162		202.7
203	101	178	217	236	246		196.83		0.2281		12168		202.8
123	61	158	79	167	83		111.83		0.5614		12174		202.9
169	84	170	85	42	21		95.17		0.6268		12180		203.0
138	69	162	209	104	180		143.67		0.4366		12186		203.1
90	45	22	11	133	194		82.5		0.6765		12192		203.2
225	112	56	156	78	39		111.0		0.5647		12198		203.3
19	137	196	98	177	88		119.17		0.5327		12204		203.4
44	150	75	37	18	137		76.83		0.6987		12210		203.5
196	98	177	88	172	214		157.5		0.3824		12216		203.6
235	117	58	157	206	231		167.33		0.3438		12222		203.7
243	249	252	254	255	127		230.0		0.098		12228		203.8
191	95	47	23	139	197		115.33		0.5477		12234		203.9
226	113	184	220	238	119		183.33		0.281		12240		204.0
59	29	14	7	131	193		72.17		0.717		12246		204.1
96	176	216	236	118	59		150.17		0.4111		12252		204.2
29	142	199	227	241	120		159.67		0.3739		12258		204.3
60	158	79	167	83	41		98.0		0.6157		12264		204.4
148	74	165	82	41	148		109.67		0.5699		12270		204.5
202	101	50	153	204	102		135.33		0.4693		12276		204.6
51	153	76	166	211	105		127.0		0.502		12282		204.7
52	26	13	134	195	225		107.5		0.5784		12288		204.8
240	248	124	62	31	143		141.33		0.4458		12294		204.9
71	35	145	72	36	18		62.83		0.7536		12300		205.0
9	132	194	97	176	88		116.0		0.5451		12306		205.1
44	22	11	133	66	33		51.5		0.798		12312		205.2
16	8	4	2	1	128		26.5		0.8961		12318		205.3
64	160	80	40	20	10		62.33		0.7556		12324		205.4
5	2	129	64	32	16		41.33		0.8379		12330		205.5
8	4	130	193	224	112		111.83		0.5614		12336		205.6
56	28	14	135	195	97		87.5		0.6569		12342		205.7
48	24	12	6	131	65		47.67		0.8131		12348		205.8
160	208	104	52	26	141		115.17		0.5484		12354		205.9
198	99	177	88	44	22		104.67		0.5895		12360		206.0
139	69	34	17	136	68		77.17		0.6974		12366		206.1
34	145	200	228	114	57		129.67		0.4915		12372		206.2
28	14	135	67	161	80		80.83		0.683		12378		206.3
40	148	74	165	210	105		123.67		0.515		12384		206.4
180	90	173	86	171	85		130.83		0.4869		12390		206.5
42	21	10	133	194	225		104.17		0.5915		12396		206.6
240	248	124	190	223	111		189.33		0.2575		12402		206.7
183	91	173	86	171	213		152.83		0.4007		12408		206.8
234	117	186	93	174	215		169.83		0.334		12414		206.9
107	53	26	13	6	3		34.67		0.8641		12420		207.0
129	192	224	240	120	188		182.17		0.2856		12426		207.1
