10 FRAME COLUMNS											AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
190	95	47	23	11	5	2	1	0	128		50.2		0.8031		11050		184.17
192	224	240	248	124	190	223	239	247	251		217.8		0.1459		11060		184.33
253	126	191	223	111	55	27	13	134	195		132.8		0.4792		11070		184.5
97	176	216	236	246	123	189	222	111	183		179.9		0.2945		11080		184.67
219	237	118	59	29	14	7	3	1	128		81.5		0.6804		11090		184.83
64	160	208	104	180	218	109	54	155	205		145.7		0.4286		11100		185.0
102	179	217	108	182	219	109	182	219	109		162.6		0.3624		11110		185.17
182	219	237	246	123	189	222	111	183	91		180.3		0.2929		11120		185.33
45	22	11	5	2	1	128	192	224	112		74.2		0.709		11130		185.5
184	220	110	55	155	205	102	179	217	108		153.5		0.398		11140		185.67
54	27	13	134	195	97	176	88	44	150		97.8		0.6165		11150		185.83
75	165	210	105	52	26	141	70	35	17		89.6		0.6486		11160		186.0
8	132	66	161	208	104	180	218	237	118		143.2		0.4384		11170		186.17
187	93	46	151	203	229	242	249	252	254		190.6		0.2525		11180		186.33
255	127	63	31	143	71	163	209	232	244		153.8		0.3969		11190		186.5
250	125	190	95	47	23	139	197	98	49		121.3		0.5243		11200		186.67
24	140	198	99	49	152	76	166	211	233		134.8		0.4714		11210		186.83
116	186	93	46	151	203	101	178	217	108		139.9		0.4514		11220		187.0
182	219	109	182	91	173	214	235	245	250		190.0		0.2549		11230		187.17
125	62	31	15	135	67	33	16	136	68		68.8		0.7302		11240		187.33
162	81	168	212	234	245	122	189	94	47		155.4		0.3906		11250		187.5
151	203	229	242	249	252	126	63	31	15		156.1		0.3878		11260		187.67
7	131	65	32	16	136	196	226	113	184		110.6		0.5663		11270		187.83
220	110	183	219	237	118	59	157	78	167		154.8		0.3929		11280		188.0
83	41	148	74	37	146	201	228	242	121		132.1		0.482		11290		188.17
60	30	15	135	67	161	80	168	84	42		84.2		0.6698		11300		188.33
21	138	69	162	209	104	52	26	13	6		80.0		0.6863		11310		188.5
3	129	192	96	48	24	140	70	35	17		75.4		0.7043		11320		188.67
8	4	2	129	64	32	144	200	100	50		73.3		0.7125		11330		188.83
153	204	102	179	217	108	54	155	77	38		128.7		0.4953		11340		189.0
147	73	164	82	169	212	234	245	250	125		170.1		0.3329		11350		189.17
62	159	79	167	211	105	52	154	205	230		142.4		0.4416		11360		189.33
115	57	156	206	231	243	121	60	158	79		142.6		0.4408		11370		189.5
167	211	105	180	218	237	118	59	29	142		146.6		0.4251		11380		189.67
71	163	209	232	116	186	93	46	23	11		115.0		0.549		11390		189.83
5	2	129	64	160	80	168	212	234	245		129.9		0.4906		11400		190.0
250	253	126	191	223	239	247	123	189	222		206.3		0.191		11410		190.17
239	119	59	29	142	71	35	145	200	228		126.7		0.5031		11420		190.33
242	121	60	158	79	39	147	201	100	178		132.5		0.4804		11430		190.5
217	108	182	91	45	150	203	229	242	249		171.6		0.3271		11440		190.67
124	190	95	175	87	43	149	202	229	114		140.8		0.4478		11450		190.83
57	156	206	103	51	153	204	102	51	153		123.6		0.5153		11460		191.0
76	166	83	41	20	10	5	130	193	96		82.0		0.6784		11470		191.17
176	216	108	54	27	141	198	227	241	120		150.8		0.4086		11480		191.33
60	30	15	7	131	65	160	80	40	20		60.8		0.7616		11490		191.5
138	69	162	81	40	20	10	133	66	33		75.2		0.7051		11500		191.67
16	136	68	34	145	200	100	178	217	108		120.2		0.5286		11510		191.83
54	155	77	38	147	201	228	114	185	220		141.9		0.4435		11520		192.0
238	247	123	61	30	143	71	163	209	232		151.7		0.4051		11530		192.17
244	250	253	254	127	63	31	143	199	227		179.1		0.2976		11540		192.33
113	56	156	206	103	51	25	140	198	227		127.5		0.5		11550		192.5
241	120	188	222	111	183	219	109	182	219		179.4		0.2965		11560		192.67
237	118	59	29	142	71	163	81	168	84		115.2		0.5482		11570		192.83
170	85	42	21	138	69	34	145	72	164		94.0		0.6314		11580		193.0
82	41	20	138	197	226	241	120	60	158		128.3		0.4969		11590		193.17
207	231	115	185	220	110	183	219	109	182		176.1		0.3094		11600		193.33
91	45	22	139	69	162	81	40	148	202		99.9		0.6082		11610		193.5
229	242	121	60	158	207	231	243	121	60		167.2		0.3443		11620		193.67
158	207	231	115	57	156	206	231	243	121		172.5		0.3235		11630		193.83
188	222	111	183	219	109	182	91	173	86		156.4		0.3867		11640		194.0
43	21	138	69	34	17	136	68	162	81		76.9		0.6984		11650		194.17
40	148	74	37	18	137	68	162	209	104		99.7		0.609		11660		194.33
52	154	205	230	243	249	252	126	191	223		192.5		0.2451		11670		194.5
111	183	91	45	22	139	69	162	81	168		107.1		0.58		11680		194.67
212	234	245	250	125	62	31	143	199	227		172.8		0.3224		11690		194.83
113	56	156	78	39	19	9	132	194	225		102.1		0.5996		11700		195.0
112	56	156	206	103	179	217	236	118	187		157.0		0.3843		11710		195.17
221	110	55	27	13	6	131	65	160	80		86.8		0.6596		11720		195.33
168	212	234	245	250	125	62	159	207	231		189.3		0.2576		11730		195.5
243	121	60	158	207	103	51	25	140	198		130.6		0.4878		11740		195.67
227	241	248	252	254	127	191	223	111	55		192.9		0.2435		11750		195.83
155	205	102	51	25	140	198	99	49	152		117.6		0.5388		11760		196.0
76	166	83	169	84	170	85	42	149	74		109.8		0.5694		11770		196.17
37	146	201	100	178	217	236	118	59	157		144.9		0.4318		11780		196.33
206	231	243	121	60	30	15	7	131	65		110.9		0.5651		11790		196.5
160	208	104	52	154	77	166	83	169	84		125.7		0.5071		11800		196.67
42	149	74	37	18	9	132	66	161	208		89.6		0.6486		11810		196.83
104	180	90	45	22	139	69	34	145	72		90.0		0.6471		11820		197.0
36	146	201	228	242	249	252	126	191	223		189.4		0.2573		11830		197.17
111	183	219	109	54	155	77	166	83	41		119.8		0.5302		11840		197.33
148	202	229	242	121	60	158	79	167	211		161.7		0.3659		11850		197.5
105	52	154	205	102	51	25	140	198	227		125.9		0.5063		11860		197.67
241	248	124	190	95	175	215	107	53	26		147.4		0.422		11870		197.83
141	70	35	17	136	196	226	241	248	124		143.4		0.4376		11880		198.0
190	95	175	215	235	117	58	157	78	39		135.9		0.4671		11890		198.17
19	9	132	194	225	240	120	188	222	111		146.0		0.4275		11900		198.33
183	219	109	54	155	205	102	51	25	140		124.3		0.5125		11910		198.5
198	227	113	184	92	174	87	171	213	234		169.3		0.3361		11920		198.67
117	58	157	78	39	19	9	4	130	193		80.4		0.6847		11930		198.83
224	112	184	220	238	247	251	125	62	159		182.2		0.2855		11940		199.0
207	231	243	121	188	222	239	119	59	29		165.8		0.3498		11950		199.17
142	71	163	209	232	244	250	125	62	31		152.9		0.4004		11960		199.33
15	7	131	193	96	176	88	172	214	107		119.9		0.5298		11970		199.5
53	154	205	102	179	217	108	182	91	173		146.4		0.4259		11980		199.67
214	235	117	186	221	110	55	27	141	198		150.4		0.4102		11990		199.83
99	177	216	108	182	91	45	22	11	5		95.6		0.6251		12000		200.0
2	129	64	160	208	104	180	218	237	246		154.8		0.3929		12010		200.17
251	253	126	191	223	239	119	187	93	174		185.6		0.2722		12020		200.33
215	107	53	154	77	166	83	169	212	234		147.0		0.4235		12030		200.5
117	58	29	14	7	3	129	64	160	80		66.1		0.7408		12040		200.67
168	84	170	85	170	213	106	181	90	173		144.0		0.4353		12050		200.83
86	43	149	202	229	242	249	252	126	63		164.1		0.3565		12060		201.0
31	143	71	163	81	40	20	138	69	162		91.8		0.64		12070		201.17
81	168	212	106	181	90	45	22	11	133		104.9		0.5886		12080		201.33
66	161	208	104	180	90	45	150	203	101		130.8		0.4871		12090		201.5
50	153	76	38	19	137	196	226	241	248		138.4		0.4573		12100		201.67
124	62	31	15	135	195	97	48	24	12		74.3		0.7086		12110		201.83
134	67	33	144	200	100	50	153	76	166		112.3		0.5596		12120		202.0
83	169	84	42	149	202	229	114	57	156		128.5		0.4961		12130		202.17
78	167	83	169	212	106	53	26	141	198		123.3		0.5165		12140		202.33
99	49	24	12	134	195	97	48	152	204		101.4		0.6024		12150		202.5
102	179	217	236	246	251	253	126	191	95		189.6		0.2565		12160		202.67
47	151	203	101	178	217	236	246	123	61		156.3		0.3871		12170		202.83
158	79	167	83	169	84	170	85	42	21		105.8		0.5851		12180		203.0
138	69	162	209	104	180	90	45	22	11		103.0		0.5961		12190		203.17
133	194	225	112	56	156	78	39	19	137		114.9		0.5494		12200		203.33
196	98	177	88	44	150	75	37	18	137		102.0		0.6		12210		203.5
196	98	177	88	172	214	235	117	58	157		151.2		0.4071		12220		203.67
206	231	243	249	252	254	255	127	191	95		210.3		0.1753		12230		203.83
47	23	139	197	226	113	184	220	238	119		150.6		0.4094		12240		204.0
59	29	14	7	131	193	96	176	216	236		115.7		0.5463		12250		204.17
118	59	29	142	199	227	241	120	60	158		135.3		0.4694		12260		204.33
79	167	83	41	148	74	165	82	41	148		102.8		0.5969		12270		204.5
202	101	50	153	204	102	51	153	76	166		125.8		0.5067		12280		204.67
211	105	52	26	13	134	195	225	240	248		144.9		0.4318		12290		204.83
124	62	31	143	71	35	145	72	36	18		73.7		0.711		12300		205.0
9	132	194	97	176	88	44	22	11	133		90.6		0.6447		12310		205.17
66	33	16	8	4	2	1	128	64	160		48.2		0.811		12320		205.33
80	40	20	10	5	2	129	64	32	16		39.8		0.8439		12330		205.5
8	4	130	193	224	112	56	28	14	135		90.4		0.6455		12340		205.67
195	97	48	24	12	6	131	65	160	208		94.6		0.629		12350		205.83
104	52	26	141	198	99	177	88	44	22		95.1		0.6271		12360		206.0
139	69	34	17	136	68	34	145	200	228		107.0		0.5804		12370		206.17
114	57	28	14	135	67	161	80	40	148		84.4		0.669		12380		206.33
74	165	210	105	180	90	173	86	171	85		133.9		0.4749		12390		206.5
42	21	10	133	194	225	240	248	124	190		142.7		0.4404		12400		206.67
223	111	183	91	173	86	171	213	234	117		160.2		0.3718		12410		206.83
186	93	174	215	107	53	26	13	6	3		87.6		0.6565		12420		207.0
129	192	224	240	120	188	94	47	23	139		139.6		0.4525		12430		207.17
197	98	177	88	44	150	75	37	146	201		121.3		0.5243		12440		207.33
228	114	185	92	174	87	171	85	42	149		132.7		0.4796		12450		207.5
202	229	114	57	156	206	231	115	185	220		171.5		0.3275		12460		207.67
110	55	155	205	230	115	57	28	14	7		97.6		0.6173		12470		207.83
3	1	0	128	192	96	48	152	204	230		105.4		0.5867		12480		208.0
243	249	124	62	159	207	231	243	121	188		182.7		0.2835		12490		208.17
94	175	87	43	21	138	69	34	145	200		100.6		0.6055		12500		208.33
228	242	121	60	158	207	103	179	217	108		162.3		0.3635		12510		208.5
182	219	237	246	123	61	158	207	231	115		177.9		0.3024		12520		208.67
57	28	142	71	163	81	168	212	234	245		140.1		0.4506		12530		208.83
122	61	158	79	167	211	233	244	122	61		145.8		0.4282		12540		209.0
30	15	7	3	1	0	0	128	64	160		40.8		0.84		12550		209.17
208	232	244	122	189	94	175	215	235	245		195.9		0.2318		12560		209.33
122	189	222	239	119	59	29	142	199	99		141.9		0.4435		12570		209.5
177	216	236	246	123	189	222	111	55	155		173.0		0.3216		12580		209.67
205	102	51	25	12	134	67	33	144	72		84.5		0.6686		12590		209.83
164	210	233	116	186	93	46	151	203	229		163.1		0.3604		12600		210.0
242	249	124	190	223	111	55	27	141	198		156.0		0.3882		12610		210.17
227	241	248	252	254	127	63	159	79	39		168.9		0.3376		12620		210.33
147	201	100	178	89	172	214	107	53	154		141.5		0.4451		12630		210.5
205	102	51	153	76	166	83	169	212	106		132.3		0.4812		12640		210.67
53	154	205	102	51	25	12	6	3	129		74.0		0.7098		12650		210.83
192	96	176	216	108	54	27	13	6	131		101.9		0.6004		12660		211.0
193	96	48	24	140	198	227	113	184	92		131.5		0.4843		12670		211.17
46	151	203	229	242	121	60	30	143	71		129.6		0.4918		12680		211.33
35	17	8	132	66	161	208	232	244	250		135.3		0.4694		12690		211.5
253	126	191	95	175	215	235	245	250	253		203.8		0.2008		12700		211.67
254	127	63	31	15	7	131	65	32	144		86.9		0.6592		12710		211.83
200	228	242	121	188	222	239	247	251	253		219.1		0.1408		12720		212.0
126	63	159	207	103	51	25	140	70	35		97.9		0.6161		12730		212.17
17	136	196	226	113	56	28	142	71	163		114.8		0.5498		12740		212.33
209	104	180	90	173	86	43	21	138	197		124.1		0.5133		12750		212.5
98	177	216	108	182	91	173	214	235	117		161.1		0.3682		12760		212.67
58	157	78	39	19	137	196	226	241	248		139.9		0.4514		12770		212.83
124	190	95	47	151	203	101	50	153	76		119.0		0.5333		12780		213.0
166	83	41	148	202	229	242	249	124	190		167.4		0.3435		12790		213.17
95	175	215	107	181	218	237	118	59	29		143.4		0.4376		12800		213.33
142	71	35	145	200	100	178	89	44	150		115.4		0.5475		12810		213.5
75	37	18	137	68	162	209	104	180	218		120.8		0.5263		12820		213.67
237	246	251	253	254	255	255	255	127	191		232.4		0.0886		12830		213.83
95	47	151	75	37	146	73	164	210	105		110.3		0.5675		12840		214.0
180	218	109	54	27	141	70	35	145	72		105.1		0.5878		12850		214.17
164	82	41	148	74	37	146	201	100	50		104.3		0.591		12860		214.33
25	12	6	3	129	192	96	48	152	76		73.9		0.7102		12870		214.5
38	19	9	4	2	129	64	32	16	136		44.9		0.8239		12880		214.67
196	98	177	216	108	54	155	205	102	179		149.0		0.4157		12890		214.83
89	44	22	139	69	162	209	232	244	122		133.2		0.4776		12900		215.0
189	222	111	183	91	173	86	171	85	42		135.3		0.4694		12910		215.17
21	138	69	162	209	232	244	122	61	30		128.8		0.4949		12920		215.33
15	135	67	161	80	40	148	74	37	146		90.3		0.6459		12930		215.5
73	164	82	169	84	42	21	10	5	2		65.2		0.7443		12940		215.67
129	192	96	48	152	76	166	211	105	52		122.7		0.5188		12950		215.83
26	141	70	163	209	232	244	122	189	222		161.8		0.3655		12960		216.0
239	119	59	157	78	167	83	169	212	234		151.7		0.4051		12970		216.17
117	186	221	238	119	59	157	78	39	147		136.1		0.4663		12980		216.33
73	36	146	73	164	82	41	148	202	229		119.4		0.5318		12990		216.5
114	57	28	14	7	131	193	224	112	184		106.4		0.5827		13000		216.67
92	46	23	11	5	2	129	64	32	16		42.0		0.8353		13010		216.83
136	196	226	241	248	124	62	159	207	231		183.0		0.2824		13020		217.0
243	121	60	30	143	71	35	17	136	196		105.2		0.5875		13030		217.17
98	177	216	236	246	123	189	94	175	87		164.1		0.3565		13040		217.33
171	213	106	53	154	205	230	115	57	156		146.0		0.4275		13050		217.5
78	39	147	73	36	146	73	36	18	9		65.5		0.7431		13060		217.67
132	194	225	112	184	92	46	23	139	197		134.4		0.4729		13070		217.83
226	241	120	60	30	15	7	3	129	192		102.3		0.5988		13080		218.0
96	48	24	140	198	99	49	24	12	6		69.6		0.7271		13090		218.17
131	193	96	176	216	108	54	155	77	166		137.2		0.462		13100		218.33
211	233	116	58	157	206	103	179	89	172		152.4		0.4024		13110		218.5
86	171	85	42	21	138	69	34	145	200		99.1		0.6114		13120		218.67
228	114	57	28	142	199	99	177	88	44		117.6		0.5388		13130		218.83
150	203	229	242	121	188	94	175	215	107		172.4		0.3239		13140		219.0
53	26	13	6	131	65	160	208	232	116		101.0		0.6039		13150		219.17
186	221	238	119	187	221	110	183	219	109		179.3		0.2969		13160		219.33
54	27	13	134	195	97	176	216	108	182		120.2		0.5286		13170		219.5
91	173	214	107	181	90	173	86	43	21		117.9		0.5376		13180		219.67
10	5	130	193	224	112	184	220	110	55		124.3		0.5125		13190		219.83
155	77	38	147	201	100	50	25	140	198		113.1		0.5565		13200		220.0
227	113	184	92	46	23	139	197	226	113		136.0		0.4667		13210		220.17
56	28	14	7	3	1	0	128	64	32		33.3		0.8694		13220		220.33
16	136	196	226	241	120	60	30	143	199		136.7		0.4639		13230		220.5
227	241	248	124	62	159	79	39	19	9		120.7		0.5267		13240		220.67
4	2	129	192	224	240	248	252	126	191		160.8		0.3694		13250		220.83
95	175	215	235	245	122	189	222	111	55		166.4		0.3475		13260		221.0
27	13	134	195	97	48	152	204	230	115		121.5		0.5235		13270		221.17
185	220	238	247	251	253	126	63	31	143		175.7		0.311		13280		221.33
199	99	49	152	76	166	83	41	148	202		121.5		0.5235		13290		221.5
101	50	153	76	166	83	169	84	170	213		126.5		0.5039		13300		221.67
234	245	122	61	158	207	231	115	185	220		177.8		0.3027		13310		221.83
110	55	155	77	166	83	41	20	10	5		72.2		0.7169		13320		222.0
130	65	32	144	200	100	50	25	12	134		89.2		0.6502		13330		222.17
195	225	112	56	28	142	199	227	113	184		148.1		0.4192		13340		222.33
92	46	151	203	101	178	89	44	22	139		106.5		0.5824		13350		222.5
69	162	81	40	148	74	165	210	105	52		110.6		0.5663		13360		222.67
154	205	102	179	89	44	150	203	229	242		159.7		0.3737		13370		222.83
249	252	254	255	255	127	63	159	79	167		186.0		0.2706		13380		223.0
211	105	180	218	109	182	91	45	150	75		136.6		0.4643		13390		223.17
165	82	41	20	138	69	34	17	136	68		77.0		0.698		13400		223.33
162	209	104	180	90	45	22	139	197	226		137.4		0.4612		13410		223.5
241	120	60	158	207	103	51	153	204	102		139.9		0.4514		13420		223.67
179	217	236	246	123	61	30	143	71	35		134.1		0.4741		13430		223.83
145	72	164	210	233	244	250	125	190	223		185.6		0.2722		13440		224.0
239	247	123	189	94	47	151	75	37	146		134.8		0.4714		13450		224.17
73	164	82	41	148	202	101	50	25	12		89.8		0.6478		13460		224.33
6	3	129	64	160	80	168	84	42	21		75.7		0.7031		13470		224.5
138	197	98	177	88	44	22	11	133	194		110.2		0.5678		13480		224.67
225	240	120	60	30	15	7	131	65	32		92.5		0.6373		13490		224.83
16	8	4	130	65	160	208	104	52	26		77.3		0.6969		13500		225.0
141	70	35	145	72	36	18	137	196	98		94.8		0.6282		13510		225.17
49	152	76	38	147	73	36	18	9	4		60.2		0.7639		13520		225.33
2	129	192	224	112	56	156	78	167	83		119.9		0.5298		13530		225.5
169	84	42	149	74	165	210	105	180	90		126.8		0.5027		13540		225.67
173	214	235	117	58	29	14	135	67	161		120.3		0.5282		13550		225.83
208	232	116	186	221	238	119	59	157	78		161.4		0.3671		13560		226.0
167	211	105	52	154	77	166	211	105	180		142.8		0.44		13570		226.17
218	237	118	59	157	206	103	179	217	236		173.0		0.3216		13580		226.33
118	59	29	14	7	3	1	0	0	128		35.9		0.8592		13590		226.5
192	96	176	216	236	118	187	221	110	183		173.5		0.3196		13600		226.67
219	237	118	187	93	174	215	107	53	154		155.7		0.3894		13610		226.83
205	230	115	185	220	238	119	187	93	46		163.8		0.3576		13620		227.0
23	11	133	66	33	144	200	100	178	89		97.7		0.6169		13630		227.17
172	86	43	149	74	165	82	41	20	10		84.2		0.6698		13640		227.33
5	130	193	224	112	184	92	46	23	139		114.8		0.5498		13650		227.5
69	34	145	72	36	18	9	132	194	225		93.4		0.6337		13660		227.67
240	120	60	30	15	135	195	97	48	24		96.4		0.622		13670		227.83
12	6	3	1	128	192	96	48	24	12		52.2		0.7953		13680		228.0
134	67	161	80	40	20	10	133	66	33		74.4		0.7082		13690		228.17
144	72	36	18	137	196	98	49	24	12		78.6		0.6918		13700		228.33
6	131	65	32	16	136	68	34	145	200		83.3		0.6733		13710		228.5
228	114	185	92	46	151	75	165	82	169		130.7		0.4875		13720		228.67
212	106	181	218	109	182	219	109	54	155		154.5		0.3941		13730		228.83
77	38	19	137	196	226	241	248	252	126		156.0		0.3882		13740		229.0
63	31	143	199	99	177	88	44	150	75		106.9		0.5808		13750		229.17
37	146	73	164	82	169	84	170	85	42		105.2		0.5875		13760		229.33
21	10	133	194	225	112	184	92	174	215		136.0		0.4667		13770		229.5
107	181	218	237	118	187	221	238	119	59		168.5		0.3392		13780		229.67
157	206	231	115	57	28	142	71	35	145		118.7		0.5345		13790		229.83
200	228	242	249	124	190	95	47	151	203		172.9		0.322		13800		230.0
229	242	249	124	190	95	47	23	11	133		134.3		0.4733		13810		230.17
194	225	112	184	220	238	119	59	157	206		171.4		0.3278		13820		230.33
231	243	249	124	190	95	47	151	75	37		144.2		0.4345		13830		230.5
146	201	100	178	89	172	214	107	181	218		160.6		0.3702		13840		230.67
237	118	59	157	78	39	19	137	196	98		113.8		0.5537		13850		230.83
49	152	76	166	83	41	20	10	5	2		60.4		0.7631		13860		231.0
129	64	160	208	104	52	154	205	230	243		154.9		0.3925		13870		231.17
249	124	62	159	207	103	179	89	172	86		143.0		0.4392		13880		231.33
171	85	170	85	170	85	42	149	202	101		126.0		0.5059		13890		231.5
50	25	12	134	195	97	48	152	76	166		95.5		0.6255		13900		231.67
211	233	244	250	253	126	191	223	111	55		189.7		0.2561		13910		231.83
155	205	230	243	121	188	222	111	55	27		155.7		0.3894		13920		232.0
141	198	99	177	88	172	214	107	53	26		127.5		0.5		13930		232.17
13	134	195	225	112	184	220	110	55	155		140.3		0.4498		13940		232.33
77	166	211	233	116	58	29	142	71	163		126.6		0.5035		13950		232.5
81	168	84	42	21	10	5	130	65	32		63.8		0.7498		13960		232.67
16	8	132	66	33	16	136	68	34	145		65.4		0.7435		13970		232.83
72	36	146	201	100	50	153	204	102	179		124.3		0.5125		13980		233.0
217	236	118	187	93	46	151	75	37	18		117.8		0.538		13990		233.17
137	196	226	241	248	252	254	255	127	191		212.7		0.1659		14000		233.33
223	111	183	219	237	246	123	61	158	79		164.0		0.3569		14010		233.5
39	19	9	4	130	65	32	144	200	228		87.0		0.6588		14020		233.67
242	249	124	190	223	239	247	251	253	254		227.2		0.109		14030		233.83
255	255	127	63	31	15	7	131	65	160		110.9		0.5651		14040		234.0
208	232	244	250	125	190	95	175	215	235		196.9		0.2278		14050		234.17
245	122	61	30	15	7	3	1	128	64		67.6		0.7349		14060		234.33
160	80	168	212	234	117	58	157	78	167		143.1		0.4388		14070		234.5
211	233	116	186	221	238	247	123	61	158		179.4		0.2965		14080		234.67
207	231	115	185	220	238	119	187	93	174		176.9		0.3063		14090		234.83
87	43	149	74	37	146	73	36	146	73		86.4		0.6612		14100		235.0
164	82	41	20	138	197	98	49	24	12		82.5		0.6765		14110		235.17
134	195	225	240	120	188	94	175	215	107		169.3		0.3361		14120		235.33
53	26	141	70	163	81	168	212	234	245		139.3		0.4537		14130		235.5
